0Humidity,Temp,Voltage,Power,Energy,Frequency,PF
0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,Error reading voltage

0.00%,0.00,112.40,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.30,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.20,0.00,0.00,0.00,59.8,0.00
0.00%,0.00,112.30,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.30,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.30,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.30,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.30,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.30,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.30,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.30,0.00,0.00,0.00,59.8,0.00
0.00%,0.00,112.40,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.40,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.40,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.40,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,60.0,0.00
0.00%,0.00,112.40,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.40,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.40,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.60,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.60,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.60,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.8,0.00
0.00%,0.00,112.60,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.60,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.60,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.60,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.60,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.60,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.8,0.00
0.00%,0.00,112.60,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.60,0.00,0.00,0.00,59.8,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.60,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.60,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.60,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.60,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.60,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.60,0.00,0.00,0.00,59.8,0.00
0.00%,0.00,112.60,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.60,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.60,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.70,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.60,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.70,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.60,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.60,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.60,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.60,0.00,0.00,0.00,60.0,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.40,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.40,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.40,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.10,0.58,22.60,0.00,59.9,0.35
0.00%,0.00,109.80,4.14,426.90,0.00,59.9,0.94
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,112.50,0.00,0.00,0.00,59.9,0.00
0.00%,0.00,111.00,2.89,250.00,0.00,59.9,0.78
0.00%,0.00,109.60,4.12,420.50,0.00,59.9,0.93
0.00%,0.00,109.60,4.21,431.10,0.00,59.9,0.94
0.00%,0.00,109.60,4.30,443.90,0.00,59.9,0.94
0.00%,0.00,109.70,4.30,443.50,0.00,59.9,0.94
0.00%,0.00,109.60,4.37,451.80,0.01,59.9,0.94
0.00%,0.00,109.50,4.57,477.70,0.01,59.9,0.95
0.00%,0.00,109.40,4.65,487.70,0.01,59.9,0.96
0.00%,0.00,109.40,4.78,504.30,0.01,59.9,0.96
0.00%,0.00,109.30,4.89,518.10,0.01,59.9,0.97
0.00%,0.00,109.30,4.94,523.70,0.01,59.9,0.97
0.00%,0.00,109.30,5.01,532.80,0.01,59.9,0.97
0.00%,0.00,112.50,0.00,0.00,0.01,59.9,0.00
